,name,Wealth_History,personal_data
877,Eric Yuan & family,"[{""percent"":36.91275167785235,""worth"":""$5.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$14.9B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":34.899328859060404,""worth"":""$5.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":22.818791946308725,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age53Source of WealthZoom Video Communications, Self MadeSelf-Made Score8ResidenceSanta Clara, CaliforniaCitizenshipUnited StatesMarital StatusMarriedChildren3EducationMaster of Engineering Management, China University of Mining and Technology; Bachelor of Engineering, Shandong Institute of Business and Technology"
878,Miguel Krigsner,"[{""percent"":79.41176470588235,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":67.64705882352942,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":47.05882352941176,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":35.294117647058826,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":44.11764705882353,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":35.294117647058826,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":100,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":64.70588235294117,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":97.05882352941177,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":91.17647058823529,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age73Source of WealthCosmetics, Self MadeResidenceSao Jose dos Pinhais, BrazilCitizenshipBrazilMarital StatusMarriedChildren2"
879,Luciano Hang,"[{""percent"":45.83333333333333,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":75,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":56.25,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$4.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":66.66666666666666,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age60Source of WealthDepartment stores, Self MadeResidenceBrusque, BrazilCitizenshipBrazilMarital StatusMarriedChildren3"
880,J. Joe Ricketts & family,"[{""percent"":31.11111111111111,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":36.666666666666664,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":28.888888888888886,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":40,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":51.11111111111111,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":62.22222222222222,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":42.22222222222222,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":82.22222222222221,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$4.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":75.55555555555556,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age81Source of WealthTD Ameritrade, Self MadeSelf-Made Score10ResidenceLittle Jackson Hole, WyomingCitizenshipUnited StatesMarital StatusMarriedChildren4EducationBachelor of Arts/Science, Creighton University"
881,Brian Armstrong,"[{""percent"":19.696969696969695,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":15.151515151515152,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":98.48484848484848,""worth"":""$6.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$6.6B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":33.33333333333333,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age40Source of WealthCryptocurrency, Self MadeSelf-Made Score8ResidenceSan Francisco, CaliforniaCitizenshipUnited StatesEducationBachelor of Arts/Economics, Rice University; Master of Arts/Science, Rice University"
882,Renzo Rosso & family,"[{""percent"":80.48780487804879,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":78.04878048780488,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":78.04878048780488,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":73.17073170731707,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$4.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":60.97560975609756,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":60.97560975609756,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":80.48780487804879,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":85.36585365853658,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":75.60975609756098,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age67Source of WealthFashion, Self MadeResidenceBassano del Grappa, ItalyCitizenshipItalyMarital StatusDivorcedChildren7"
883,John Middleton,"[{""percent"":79.41176470588235,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":82.35294117647058,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":88.23529411764706,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":91.17647058823529,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":97.05882352941177,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age68Source of WealthTobaccoSelf-Made Score5ResidenceBryn Mawr, PennsylvaniaCitizenshipUnited StatesMarital StatusMarriedChildren2EducationBachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University"
884,Ramon Ang,"[{""percent"":41.17647058823529,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":73.52941176470588,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":85.29411764705883,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":41.17647058823529,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":64.70588235294117,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":58.82352941176471,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age69Source of WealthDiversified, Self MadeResidenceManila, PhilippinesCitizenshipPhilippinesMarital StatusMarriedChildren8EducationBachelor of Engineering, Far Eastern University"
885,Euisun Chung,"[{""percent"":89.47368421052632,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":100,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":78.94736842105263,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":68.42105263157895,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":68.42105263157895,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":68.42105263157895,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":42.10526315789473,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$3.8B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":78.94736842105263,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":73.68421052631578,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age52Source of WealthHyundaiResidenceSeoul, South KoreaCitizenshipSouth KoreaMarital StatusMarriedChildren3EducationBachelor of Business Administration, Korea University; Master of Business Administration, University of San Francisco"
886,Giuliana Benetton,"[{""percent"":82.85714285714286,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":82.85714285714286,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":80,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":77.14285714285715,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":74.28571428571429,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":57.14285714285714,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":91.42857142857143,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":77.14285714285715,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":91.42857142857143,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age86Source of WealthFashion retail, investments, Self MadeResidenceTreviso, ItalyCitizenshipItalyMarital StatusWidowedChildren4"
887,Vikas Oberoi,"[{""percent"":46.875,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2012""},{""percent"":45.3125,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":39.0625,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":46.875,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":65.625,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":59.375,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":56.25,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":65.625,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":90.625,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age52Source of WealthReal estateResidenceMumbai, IndiaCitizenshipIndiaMarital StatusMarriedChildren2EducationBachelor of Arts/Science, University of Mumbai"
888,Luciano Benetton,"[{""percent"":82.85714285714286,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":82.85714285714286,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":80,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":77.14285714285715,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":74.28571428571429,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":57.14285714285714,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":91.42857142857143,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":77.14285714285715,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":91.42857142857143,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age88Source of WealthFashion retail, investments, Self MadeResidencePonzano Veneto, ItalyCitizenshipItalyMarital StatusMarriedChildren4"
889,Vincent McMahon,"[{""percent"":37.5,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":40.625,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":53.125,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":100,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":56.25,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":65.625,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":68.75,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":84.375,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age77Source of WealthEntertainment, Self MadeSelf-Made Score9ResidenceGreenwich, ConnecticutCitizenshipUnited StatesMarital StatusMarriedChildren2EducationBachelor of Arts/Science, East Carolina University"
890,Wang Wenjing,"[{""percent"":19.696969696969695,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":43.93939393939394,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":25.757575757575758,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":22.727272727272727,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":31.818181818181817,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":39.39393939393939,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":86.36363636363636,""worth"":""$5.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$6.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":81.81818181818183,""worth"":""$5.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":65.15151515151516,""worth"":""$4.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age58Source of WealthBusiness software, Self MadeResidenceBeijing, ChinaCitizenshipChinaMarital StatusMarriedChildren1EducationBachelor of Arts/Science, Jiangxi University of Finance & Economics"
891,Brunello Cucinelli & family,"[{""percent"":40.625,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":32.8125,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":31.25,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":40.625,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":50,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":40.625,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":53.125,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":62.5,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age69Source of WealthFashion, Self MadeResidenceSolomeo, ItalyCitizenshipItalyMarital StatusMarriedChildren2"
892,Phil Ruffin,"[{""percent"":75.75757575757575,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":60.60606060606061,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":72.72727272727273,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":75.75757575757575,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":81.81818181818183,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":81.81818181818183,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":75.75757575757575,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":63.63636363636363,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":60.60606060606061,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age88Source of WealthCasinos, real estate, Self MadeSelf-Made Score8ResidenceLas Vegas, NevadaCitizenshipUnited StatesMarital StatusMarriedChildren5EducationDrop Out, Wichita State University"
893,Gil Shwed,"[{""percent"":51.42857142857142,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":62.857142857142854,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":62.857142857142854,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":80,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":74.28571428571429,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":88.57142857142857,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":65.71428571428571,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":85.71428571428571,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":94.28571428571428,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age55Source of WealthSoftware, Self MadeResidenceTel Aviv, IsraelCitizenshipIsraelMarital StatusSingle"
894,Wu Yiling,"[{""percent"":50,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":39.743589743589745,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":30.76923076923077,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":38.46153846153847,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":30.76923076923077,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":25.64102564102564,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":38.46153846153847,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":56.41025641025641,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age73Source of WealthPharmaceuticals, Self MadeResidenceShijiazhuang, ChinaCitizenshipChinaMarital StatusMarriedChildren2EducationMedical Doctor, Hebei Medical University; Medical Doctor, Nanjing University of Chinese Medicine"
895,Cen Junda,"[{""percent"":13.793103448275861,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":52.58620689655172,""worth"":""$6.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$11.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":18.96551724137931,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":22.413793103448278,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age59Source of WealthPharmaceuticals, Self MadeResidenceLianyungang, ChinaCitizenshipChinaEducationDoctorate, Zhejiang University"
896,Rodger Riney & family,"[{""percent"":100,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":94.44444444444444,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":100,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":91.66666666666666,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age77Source of WealthDiscount brokerage, Self MadeSelf-Made Score7ResidenceSt. Louis, MissouriCitizenshipUnited StatesMarital StatusMarriedChildren3EducationBachelor of Arts/Science, University of Missouri; Master of Business Administration, University of Missouri"
897,Yang Shaopeng,"[{""percent"":25,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":25,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":27.083333333333332,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":75,""worth"":""$3.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$4.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":72.91666666666666,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age65Source of WealthShipping, Self MadeResidenceQingdao, ChinaCitizenshipChinaEducationMaster of Business Administration, Asia Macau International Open University"
898,Nicolas D'Ieteren,,"Age48Source of WealthAuto parts, distributionResidenceAnzere, SwitzerlandCitizenshipBelgium"
899,Willy Michel,"[{""percent"":48,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":80,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":72,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":56.00000000000001,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":56.00000000000001,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":76,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age76Source of WealthMedical devices, Self MadeResidenceBurgdorf, SwitzerlandCitizenshipSwitzerlandMarital StatusMarriedChildren3"
900,Naguib Sawiris,"[{""percent"":70,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":77.5,""worth"":""$3.1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":75,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":97.5,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":72.5,""worth"":""$2.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":75,""worth"":""$3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":80,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":85,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":82.5,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age69Source of WealthTelecomResidenceCairo, EgyptCitizenshipEgyptMarital StatusMarriedChildren4EducationBachelor of Arts/Science, Swiss Federal Polytechnical Institute; Master of Science, Swiss Federal Polytechnical Institute"
901,Abhay Firodia,"[{""percent"":41.07142857142857,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":42.857142857142854,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":67.85714285714286,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":85.71428571428571,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":67.85714285714286,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":53.57142857142857,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":85.71428571428571,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":96.42857142857143,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age78Source of WealthAutomobilesResidencePune, IndiaCitizenshipIndiaMarital StatusMarriedChildren4"
902,Bill Austin,"[{""percent"":36.36363636363637,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":30.303030303030305,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":42.42424242424242,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":48.484848484848484,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":75.75757575757575,""worth"":""$2.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":63.63636363636363,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":66.66666666666666,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":81.81818181818183,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age81Source of WealthHearing aids, Self MadeSelf-Made Score9ResidenceBrownsville, TexasCitizenshipUnited StatesMarital StatusMarriedEducationHigh School Graduate, High School"
903,Akio Nitori,"[{""percent"":25,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":31.73076923076923,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":38.46153846153847,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":57.692307692307686,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":84.61538461538461,""worth"":""$4.4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":67.3076923076923,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":71.15384615384616,""worth"":""$3.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$5.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":76.92307692307693,""worth"":""$4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":63.46153846153846,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age79Source of Wealthhome furnishings, Self MadeResidenceHokkaido, JapanCitizenshipJapanMarital StatusMarried"
904,Jeffrey Talpins,"[{""percent"":51.515151515151516,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":51.515151515151516,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":63.63636363636363,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":66.66666666666666,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age48Source of WealthHedge fund, Self MadeSelf-Made Score8ResidenceLarchmont, New YorkCitizenshipUnited StatesMarital StatusMarriedEducationBachelor of Arts/Science, Yale University"
905,Nik Storonsky,"[{""percent"":15.492957746478872,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":16.901408450704224,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$7.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":46.478873239436616,""worth"":""$3.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age38Source of WealthFintech, Self MadeResidenceLondon, United KingdomCitizenshipUnited KingdomMarital StatusMarriedChildren2EducationMaster of Science, Moscow Institute of Physics and Technology"
